game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
34,Saturday May 8,SDP,L,1,7,,18-16,2,2.5,Gausman,Musgrove,,3:02,D,9764,1.39,--,†@ SF,Joe Musgrove†(R),Kevin Gausman†(R),L†-133,O†7
33,Friday May 7,SDP,L,4,5,,18-15,2,1.5,Doval,Kela,McGee,3:34,N,9219,1.39,-,†@ SF,Blake Snell†(L),Anthony DeSclafani†(R),L†-141,O†7
32,Wednesday May 5,SDP,W,4,2,,18-14,2,0.5,Stammen,Underwood,Melancon,3:21,N,15250,1.06,+,†PIT,Yu Darvish†(R),JT Brubaker†(R),W†-210,U†6.5
31,Tuesday May 4,SDP,L,1,2,,17-14,2,1.5,Keller,Weathers,Rodriguez,2:59,N,15250,1.14,-,†PIT,Dinelson Lamet†(R),Mitch Keller†(R),L†-242,U†7.5
30,Monday May 3,SDP,W,2,0,,17-13,3,1,Hill,Anderson,Melancon,2:41,N,15250,1.12,+,†PIT,Miguel Diaz†(R),Tyler Anderson†(L),W†-184,U†8
29,Sunday May 2,SDP,L,1,7,,16-13,3,1.5,Gausman,Musgrove,,3:10,D,15250,1.35,-,†SF,Joe Musgrove†(R),Kevin Gausman†(R),L†-176,O†6.5
28,Saturday May 1,SDP,W,6,2,,16-12,2,0.5,Snell,DeSclafani,,2:56,N,15250,1.3,+++,†SF,Blake Snell†(L),Anthony DeSclafani†(R),W†-178,O†7
27,Friday Apr 30,SDP,W,3,2,,15-12,3,1.5,Darvish,Webb,Melancon,3:15,N,15250,1.19,++,†SF,Yu Darvish†(R),Logan Webb†(R),W†-194,U†7
26,Wednesday Apr 28,SDP,W,12,3,,14-12,3,2.5,Northcraft,Smith,,3:05,N,9495,1.08,+,†@ ARI,Ryan Weathers†(L),Riley Smith†(R),W†-149,O†9
25,Tuesday Apr 27,SDP,L,1,5,,13-12,3,2.5,Kelly,Paddack,,2:53,N,10486,1.1,-,†@ ARI,Chris Paddack†(R),Merrill Kelly†(R),L†-148,U†9
24,Sunday Apr 25,SDP,W,8,7,11,13-11,3,3,Hill,Cleavinger,Melancon,4:59,D,15316,1.15,+,†@ LAD,Joe Musgrove†(R),Dustin May†(R),W†113,O†7
23,Saturday Apr 24,SDP,L,4,5,,11-Dec,3,4,Bauer,Johnson,Jansen,3:53,N,15596,1.2,-,†@ LAD,Blake Snell†(L),Trevor Bauer†(R),L†127,O†7
22,Friday Apr 23,SDP,W,6,1,,10-Dec,3,3,Darvish,Kershaw,,2:52,N,15222,1.13,++,†@ LAD,Yu Darvish†(R),Clayton Kershaw†(L),W†128,O†6.5
21,Thursday Apr 22,SDP,W,3,2,,10-Nov,3,4,Crismatt,Treinen,Melancon,3:02,N,15167,1.08,+,†@ LAD,Ryan Weathers†(L),Walker Buehler†(R),W†147,U†7.5
20,Wednesday Apr 21,SDP,L,2,4,,10-Oct,3,5,Suter,Kela,Hader,3:40,D,15250,0.97,---,†MIL,Dinelson Lamet†(R),Adrian Houser†(R),L†-184,U†7.5
19,Tuesday Apr 20,SDP,L,0,6,,9-Oct,3,4.5,Burnes,Paddack,,2:50,N,15250,1.01,--,†MIL,Chris Paddack†(R),Corbin Burnes†(R),L†101,U†6.5
18,Monday Apr 19,SDP,L,1,3,,8-Oct,3,3.5,Woodruff,Musgrove,Hader,2:49,N,15250,1.02,-,†MIL,Joe Musgrove†(R),Brandon Woodruff†(R),L†-162,U†6.5
17,Sunday Apr 18,SDP,W,5,2,,7-Oct,2,3.5,Kela,Alexander,Melancon,3:12,D,15250,1.24,+,†LAD,Blake Snell†(L),Trevor Bauer†(R),W†117,U†7.5
16,Saturday Apr 17,SDP,L,0,2,,7-Sep,2,4.5,Kershaw,Darvish,Gonzalez,3:12,N,15250,1.27,--,†LAD,Yu Darvish†(R),Clayton Kershaw†(L),L†105,U†7
15,Friday Apr 16,SDP,L,6,11,12,6-Sep,2,3.5,Price,Hill,,4:57,N,15250,1.3,-,†LAD,Ryan Weathers†(L),Walker Buehler†(R),L†129,O†7.5
14,Thursday Apr 15,SDP,W,8,3,,5-Sep,2,2.5,Paddack,Keller,Stammen,3:15,D,4023,1.1,+,†@ PIT,Chris Paddack†(R),Mitch Keller†(R),W†-149,O†7.5
