game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
106,Tuesday Jul 30,PHI,W,4,2,,56-50,3,6,Smyly,Beede,Neris,2:47,N,32217,1.37,++, SF,Drew Smyly (L),Tyler Beede (R),W -128,U 10.5
105,Sunday Jul 28,PHI,W,9,4,,55-50,3,6.5,Nola,Gausman,,3:13,D,37037,1.38,+, ATL,Aaron Nola (R),Kevin Gausman (R),W -141,O 9.5
104,Saturday Jul 27,PHI,L,7,15,,54-50,3,7.5,Fried,Eflin,,3:34,N,39340,1.54,--, ATL,Zach Eflin (R),Max Fried (L),L 120,O 9.5
103,Friday Jul 26,PHI,L,2,9,,54-49,3,6.5,Newcomb,Arrieta,,3:02,N,31268,1.67,-, ATL,Jake Arrieta (R),Mike Soroka (R),L 124,O 9.5
102,Wednesday Jul 24,PHI,W,4,0,,54-48,3,5.5,Velasquez,Zimmermann,,3:26,D,33735,1.25,+++, @ DET,Vince Velasquez (R),Jordan Zimmermann (R),W -152,U 10
101,Tuesday Jul 23,PHI,W,3,2,15,53-48,3,6.5,Alvarez,Stumpf,,4:29,N,23607,1.15,++, @ DET,Aaron Nola (R),Matthew Boyd (L),W -136,U 8
100,Sunday Jul 21,PHI,W,2,1,11,52-48,3,7.5,Suarez,Stratton,,3:41,D,24830,1.15,+, @ PIT,Drew Smyly (L),Dario Agrazal (R),W 115,U 11
99,Saturday Jul 20,PHI,L,1,5,,51-48,3,7.5,Musgrove,Eflin,,2:57,N,38380,1.15,-, @ PIT,Zach Eflin (R),Joe Musgrove (R),L 116,U 10
98,Friday Jul 19,PHI,W,6,1,,51-47,3,7.5,Nicasio,Rodriguez,Irvin,3:36,N,34117,1.1,++, @ PIT,Jake Arrieta (R),Jordan Lyles (R),W 104,U 11
97,Thursday Jul 18,PHI,W,7,6,,50-47,3,7.5,Suarez,Floro,Neris,3:27,D,38043,0.99,+, LAD,Aaron Nola (R),Ross Stripling (R),W -101,O 9
96,Wednesday Jul 17,PHI,L,2,7,,49-47,3,8.5,Baez,Nicasio,,3:58,N,31067,1.02,-, LAD,Nick Pivetta (R),Kenta Maeda (R),L 156,U 11
95,Tuesday Jul 16,PHI,W-wo,9,8,,49-46,3,8.5,Suarez,Jansen,,3:10,N,31076,0.94,+, LAD,Vince Velasquez (R),Walker Buehler (R),W 176,O 9.5
94,Monday Jul 15,PHI,L,2,16,,48-46,3,9.5,Kershaw,Eflin,,3:25,N,30025,1.05,-, LAD,Zach Eflin (R),Clayton Kershaw (L),L 162,O 9.5
93,Sunday Jul 14,PHI,W-wo,4,3,,48-45,3,8.5,Neris,Grace,,2:54,D,43075,1.18,+, WAS,Jake Arrieta (R),Anibal Sanchez (R),W -114,U 10.5
92,Saturday Jul 13,PHI,L,3,4,,47-45,3,8.5,Suero,Neris,Doolittle,3:43,N,43732,1.32,--, WAS,Aaron Nola (R),Patrick Corbin (L),L -116,U 8.5
91,Friday Jul 12,PHI,L,0,4,,47-44,3,7.5,Strasburg,Pivetta,,3:15,N,42318,1.44,-, WAS,Nick Pivetta (R),Stephen Strasburg (R),L 132,U 9.5
