game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
22,Monday Apr 26,CHC,L,7,8,,12-Oct,4,3,Morton,Workman,Smith,3:29,N,17956,0.85,---,†@ ATL,Zach Davies†(R),Charlie Morton†(R),L†177,O†8.5
21,Sunday Apr 25,CHC,L,0,6,,11-Oct,4,3,Woodruff,Arrieta,,3:23,D,10343,1.08,--,†MIL,Jake Arrieta†(R),Brandon Woodruff†(R),L†121,U†6.5
20,Saturday Apr 24,CHC,L,3,4,,10-Oct,2,2,Suter,Chafin,Hader,3:32,D,10343,1.17,-,†MIL,Adbert Alzolay†(R),Freddy Peralta†(R),L†-105,U†7.5
19,Friday Apr 23,CHC,W,15,2,,9-Oct,2,1,Hendricks,Anderson,,3:06,D,10343,1.11,++++,†MIL,Kyle Hendricks†(R),Brett Anderson†(L),W†-153,O†9
18,Thursday Apr 22,CHC,W-wo,4,3,10,9-Sep,2,2,Winkler,Diaz,,3:41,N,10343,0.89,+++,†NYM,Trevor Williams†(R),Joey Lucchesi†(L),W†-109,U†9.5
17,Wednesday Apr 21,CHC,W,16,4,,9-Aug,3,2.5,Mills,Peterson,,3:27,N,10196,0.88,++,†NYM,Zach Davies†(R),David Peterson†(L),W†119,O†7.5
16,Tuesday Apr 20,CHC,W,3,1,,9-Jul,4,2.5,Arrieta,Walker,Kimbrel,3:32,N,10137,0.78,+,†NYM,Jake Arrieta†(R),Taijuan Walker†(R),W†111,U†7.5
15,Sunday Apr 18,CHC,L,4,13,,9-Jun,5,3,Wilson,Hendricks,,3:26,N,10343,0.89,-,†ATL,Kyle Hendricks†(R),Bryse Wilson†(R),L†-141,O†9
14,Saturday Apr 17,CHC,W,13,4,,8-Jun,4,3,Williams,Ynoa,,3:23,D,10343,0.8,+,†ATL,Trevor Williams†(R),Huascar Ynoa†(R),W†101,O†7.5
13,Friday Apr 16,CHC,L,2,5,,8-May,5,3,Tomlin,Davies,Smith,4:02,D,10343,0.84,--,†ATL,Zach Davies†(R),Kyle Wright†(R),L†-112,U†8
12,Wednesday Apr 14,CHC,L,0,7,,7-May,4,2,Burnes,Arrieta,,3:06,D,10598,1.03,-,†@ MIL,Jake Arrieta†(R),Corbin Burnes†(R),L†159,P†7
11,Tuesday Apr 13,CHC,W,3,2,,6-May,4,2,Strop,Suter,Kimbrel,3:07,N,11025,0.98,+,†@ MIL,Alec Mills†(R),Brandon Woodruff†(R),W†131,U†7.5
10,Monday Apr 12,CHC,L,3,6,,6-Apr,4,3,Peralta,Alzolay,Hader,3:04,N,11209,0.99,---,†@ MIL,Adbert Alzolay†(R),Freddy Peralta†(R),L†118,O†8.5
9,Sunday Apr 11,CHC,L,1,7,,5-Apr,4,2,Brubaker,Williams,,3:02,D,6851,1.01,--,†@ PIT,Trevor Williams†(R),JT Brubaker†(R),L†-134,P†8
8,Saturday Apr 10,CHC,L,2,8,,4-Apr,3,2,Keller,Davies,,3:07,N,7052,1.03,-,†@ PIT,Zach Davies†(R),Mitch Keller†(R),L†-158,O†8.5
7,Thursday Apr 8,CHC,W,4,2,,3-Apr,3,1.5,Arrieta,Anderson,Kimbrel,3:15,D,7749,1.01,+,†@ PIT,Jake Arrieta†(R),Tyler Anderson†(L),W†-149,U†8.5
6,Wednesday Apr 7,CHC,L,2,4,10,3-Mar,3,2,Hader,Workman,Boxberger,3:32,D,10343,1.1,--,†MIL,Kyle Hendricks†(R),Brandon Woodruff†(R),L†-103,U†8.5
5,Tuesday Apr 6,CHC,L,0,4,,2-Mar,2,1,Peralta,Alzolay,,3:06,N,10343,1.09,-,†MIL,Adbert Alzolay†(R),Freddy Peralta†(R),L†-111,U†9.5
4,Monday Apr 5,CHC,W,5,3,,1-Mar,1,Tied,Williams,Anderson,Mills,2:49,N,10343,1.1,+++,†MIL,Trevor Williams†(R),Brett Anderson†(L),W†-113,U†9.5
3,Sunday Apr 4,CHC,W,4,3,,1-Feb,1,Tied,Davies,Keller,Kimbrel,3:09,D,10343,1.1,++,†PIT,Zach Davies†(R),Mitch Keller†(R),W†-186,U†8.5
2,Saturday Apr 3,CHC,W,5,1,,1-Jan,1,Tied,Arrieta,Anderson,,3:08,D,10343,1.01,+,†PIT,Jake Arrieta†(R),Tyler Anderson†(L),W†-165,U†11
1,Thursday Apr 1,CHC,L,3,5,,0-1,4,1,Howard,Hendricks,Rodriguez,4:00,D,10343,1.02,-,†PIT,Kyle Hendricks†(R),Chad Kuhl†(R),L†-206,O†6.5
