game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
95,Tuesday Jul 16,CHC,W-wo,4,3,10,51-44,1,up 2.5,Cishek,Iglesias,,3:31,N,39788,1.76,+, CIN,Alec Mills (R),Anthony DeSclafani (R),W -128,U 10.5
94,Monday Jul 15,CHC,L,3,6,,50-44,1,up 2.0,Castillo,Cishek,Iglesias,3:17,N,36935,1.72,-, CIN,Kyle Hendricks (R),Luis Castillo (R),L -147,U 10.5
93,Sunday Jul 14,CHC,W,8,3,,50-43,1,up 2.5,Quintana,Williams,,2:52,D,39291,1.82,+++, PIT,Jose Quintana (L),Trevor Williams (R),W -173,O 9
92,Saturday Jul 13,CHC,W,10,4,,49-43,1,up 1.5,Lester,Lyles,,3:12,D,40286,1.79,++, PIT,Jon Lester (L),Jordan Lyles (R),W -177,O 10.5
91,Friday Jul 12,CHC,W,4,3,,48-43,1,up 1.5,Rosario,Crick,Kimbrel,3:25,D,40740,1.72,+, PIT,Yu Darvish (R),Chris Archer (R),W -166,U 9.5
90,Sunday Jul 7,CHC,L,1,3,,47-43,1,up 0.5,Nova,Hendricks,Colome,2:54,D,38554,1.48,-, @ CHW,Kyle Hendricks (R),Ivan Nova (R),L -182,U 10.5
89,Saturday Jul 6,CHC,W,6,3,,47-42,1,up 0.5,Lester,Giolito,Kimbrel,3:26,N,38634,1.43,++, @ CHW,Jon Lester (L),Lucas Giolito (R),W -119,U 9.5
88,Thursday Jul 4,CHC,W,11,3,,46-42,1,Tied,Quintana,Lyles,,3:04,D,29238,1.59,+, @ PIT,Jose Quintana (L),Jordan Lyles (R),W -118,O 9.5
87,Wednesday Jul 3,CHC,L-wo,5,6,,45-42,2,1,Rodriguez,Kimbrel,,3:19,N,17831,1.64,----, @ PIT,Yu Darvish (R),Chris Archer (R),L -113,O 9.5
86,Tuesday Jul 2,CHC,L,1,5,,45-41,2,1,Holmes,Hendricks,,2:43,N,14573,1.62,---, @ PIT,Kyle Hendricks (R),Joe Musgrove (R),L -125,U 9
