game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
67,Tuesday Jun 11,MIL,L,8,10,,38-29,1,up 0.5,Peacock,Peralta,,2:58,N,35928,1.38,-, @ HOU,Freddy Peralta (R),Brad Peacock (R),L 107,O 8.5
66,Sunday Jun 9,MIL,W,5,2,,38-28,1,Tied,Jeffress,Liriano,Hader,2:52,D,45375,1.54,++++, PIT,Chase Anderson (R),Steven Brault (L),W -190,U 9.5
65,Saturday Jun 8,MIL,W,5,3,,37-28,1,Tied,Davies,Feliz,Hader,3:29,D,40704,1.55,+++, PIT,Zach Davies (R),Jordan Lyles (R),W -170,U 9.5
64,Friday Jun 7,MIL,W,10,4,,36-28,1,Tied,Woodruff,Davis,,3:33,N,30296,1.57,++, PIT,Brandon Woodruff (R),Rookie Davis (R),W -256,O 9.5
63,Thursday Jun 6,MIL,W,5,1,,35-28,1,Tied,Peralta,Smith,Hader,2:47,D,25409,1.35,+, MIA,Freddy Peralta (R),Caleb Smith (L),W -174,U 8.5
62,Wednesday Jun 5,MIL,L,3,8,,34-28,2,1,Alcantara,Nelson,,3:04,N,26615,1.35,--, MIA,Jimmy Nelson (R),Sandy Alcantara (R),L -239,O 9
61,Tuesday Jun 4,MIL,L,0,16,,34-27,1,Tied,Lopez,Anderson,,3:12,N,25364,1.37,-, MIA,Chase Anderson (R),Pablo Lopez (R),L -202,O 9
60,Sunday Jun 2,MIL,W,4,2,,34-26,1,up 1.5,Davies,Lyles,Burnes,2:41,D,19442,1.52,++, @ PIT,Zach Davies (R),Jordan Lyles (R),W -107,U 9
59,Saturday Jun 1,MIL,W,12,10,13,33-26,1,up 0.5,Houser,McRae,,5:23,D,28770,1.52,+, @ PIT,Brandon Woodruff (R),Nick Kingham (R),W -188,O 9.5
58,Friday May 31,MIL,L,4,9,,32-26,2,0.5,Archer,Chacin,,2:54,N,28465,1.49,-, @ PIT,Jhoulys Chacin (R),Chris Archer (R),L -132,O 9.5
57,Thursday May 30,MIL,W,11,5,,32-25,2,0.5,Anderson,Musgrove,,3:39,N,13059,1.45,+, @ PIT,Chase Anderson (R),Joe Musgrove (R),W -119,O 9
56,Tuesday May 28,MIL,L,3,5,,31-25,2,0.5,Magill,Claudio,Harper,2:40,N,27120,1.28,-, @ MIN,Zach Davies (R),Devin Smeltzer (L),L -111,U 10
55,Monday May 27,MIL,W,5,4,,31-24,2,0.5,Burnes,Rogers,Hader,3:12,N,29167,1.28,++, @ MIN,Gio Gonzalez (L),Michael Pineda (R),W -114,U 9.5
54,Sunday May 26,MIL,W,9,1,,30-24,2,1.5,Woodruff,Eflin,,2:49,D,44174,1.2,+, PHI,Brandon Woodruff (R),Zach Eflin (R),W -151,O 9
53,Saturday May 25,MIL,L,2,7,,29-24,2,2.5,Arrieta,Chacin,,2:52,D,42475,1.28,--, PHI,Jhoulys Chacin (R),Jake Arrieta (R),L -129,U 10
52,Friday May 24,MIL,L,4,6,,29-23,2,1.5,Velasquez,Peralta,Neris,3:23,N,40254,1.3,-, PHI,Chase Anderson (R),Jerad Eickhoff (R),L -141,O 9.5
51,Wednesday May 22,MIL,W,11,9,,29-22,2,2,Guerra,Peralta,Hader,3:48,D,35330,1.31,+, CIN,Zach Davies (R),Luis Castillo (R),W -105,O 7.5
50,Tuesday May 21,MIL,L,0,3,,28-22,2,2,Gray,Gonzalez,Iglesias,2:39,N,36829,1.34,-, CIN,Gio Gonzalez (L),Sonny Gray (R),L -128,U 8.5
49,Sunday May 19,MIL,W,3,2,10,28-21,2,1.5,Hader,Parsons,,2:44,D,36548,1.29,+, @ ATL,Brandon Woodruff (R),Mike Foltynewicz (R),W -139,U 9
48,Saturday May 18,MIL,L-wo,3,4,10,27-21,2,1.5,Webb,Hader,,3:34,N,39121,1.29,--, @ ATL,Chase Anderson (R),Kevin Gausman (R),L 115,U 9.5
